Status,State_Parcel_ID,County_ID,Address,Dir,Street,Type,Full_Address,Zip,Structures,Code_Enforcement_Order,Recent_Hearing_Date,Date_of_Last_Compliance,Last_Compliance_Type,Last_Compliance_Completed_By,X,Y,ESRI_OID
CLOSED,71-08-02-482-015.000-026,018-1020-0835,315,W,Madison,ST,315 W Madison ST,46601,Multi-Unit,In Compliance: Outcome Complete,2018/11/27 00:00:00+00,2019/02/02 00:00:00+00,Repaired,Private,-86.254610959,41.6806845470001,226
CLOSED,71-08-02-487-002.000-026,018-1019-0789,326.5,W,Madison,ST,326.5 W Madison ST,46601,House,In Compliance: Outcome Complete,2015/06/23 00:00:00+00,2017/06/02 00:00:00+00,Repaired,Private,-86.255231237,41.6802574220001,227
CLOSED,71-03-34-377-013.000-026,018-2105-3920,2504,,Keller,ST,2504 Keller ST,46628,"House, Garage",In Compliance: Outcome Complete,2019/11/05 00:00:00+00,2021/05/17 00:00:00+00,Repaired,Private,-86.285325165,41.6972814320001,228
CLOSED,71-08-14-431-020.000-026,018-8029-118801,1713,S,WILLIAM,ST,1713 S WILLIAM ST,46613,HOUSE,In Compliance: Outcome Complete,2018/12/11 00:00:00+00,2018/12/11 00:00:00+00,Repaired,Private,-86.2563900919999,41.6559862670001,229
CLOSED,71-08-02-330-030.000-026,018-1079-3308,723,,Blaine,AVE,723 Blaine AVE,46616,"House, Garage,Fence",In Compliance: Outcome Complete,2019/07/23 00:00:00+00,2020/03/05 00:00:00+00,Demolished,City,-86.2676774,41.6846668700001,230
CLOSED,71-08-03-226-041.000-026,018-2082-3002,1301,N,Brookfield,ST,1301 N Brookfield ST,46628,,In Compliance: Outcome Complete,,2014/08/18 00:00:00+00,Repaired,Private,-86.278109413,41.6920179950001,231
CLOSED,71-08-03-227-018.000-026,018-2083-3051,1306,N,Brookfield,ST,1306 N Brookfield ST,46628,"House, Garage, Shed",In Compliance: Outcome Complete,2013/10/08 00:00:00+00,2015/12/17 00:00:00+00,Demolished,City,-86.277394694,41.6921362090001,232
CLOSED,71-08-03-227-014.000-026,018-2083-3043,1322,N,Brookfield,ST,1322 N Brookfield ST,46628,"House, Garage",In Compliance: Outcome Complete,2013/02/21 00:00:00+00,2015/12/17 00:00:00+00,Demolished,City,-86.2774030149999,41.6926109390001,233
CLOSED,71-08-03-226-032.000-026,018-2082-2984,1337,N,Brookfield,ST,1337 N Brookfield ST,46628,,In Compliance: Outcome Complete,2010/07/13 00:00:00+00,2013/10/28 00:00:00+00,Repaired,Private,-86.2781302669999,41.6930367310001,234
CLOSED,71-03-34-476-027.000-026,018-2155-5733,1613,N,Brookfield,ST,1613 N Brookfield ST,46628,"House, Garage",In Compliance: Outcome Complete,2013/10/10 00:00:00+00,2014/11/07 00:00:00+00,Deconstructed,City,-86.27818239,41.696141363,235
CLOSED,71-03-34-477-007.000-026,018-2156-5752,1634,N,Brookfield,ST,1634 N Brookfield ST,46628,"House, Garage",In Compliance: Outcome Complete,2014/07/22 00:00:00+00,2015/03/13 00:00:00+00,Demolished,City,-86.277488763,41.6967021290001,236
CLOSED,71-03-34-476-017.000-026,018-2155-5713,1653,N,Brookfield,ST,1653 N Brookfield ST,46628,House,In Compliance: Outcome Complete,2015/04/09 00:00:00+00,2015/08/27 00:00:00+00,Demolished,City,-86.2782051789999,41.697245315,237
CLOSED,71-03-34-431-007.000-026,018-2125-4611,1726,N,Brookfield,ST,1726 N Brookfield ST,46628,,In Compliance: Outcome Complete,2013/12/12 00:00:00+00,2014/04/23 00:00:00+00,Repaired,Private,-86.277500157,41.6983035900001,238
CLOSED,71-03-34-430-022.000-026,018-2125-4604,1733,N,Brookfield,ST,1733 N Brookfield ST,46628,,In Compliance: Outcome Complete,,2014/08/18 00:00:00+00,Repaired,Private,-86.278228333,41.6985201270001,239
CLOSED,71-08-15-435-026.000-026,018-8085-3272,1821,S,Brookfield,ST,1821 S Brookfield ST,46613,House,In Compliance: Outcome Complete,2015/06/02 00:00:00+00,2015/06/02 00:00:00+00,Repaired,Private,-86.2776741179999,41.65435848,240
CLOSED,71-03-34-281-002.000-026,018-2124-4556,1866,N,Brookfield,ST,1866 N Brookfield ST,46628,"House, Garage",In Compliance: Outcome Complete,2014/02/18 00:00:00+00,2014/10/31 00:00:00+00,Demolished,City,-86.277552183,41.7012720270001,241
CLOSED,71-08-02-332-032.000-026,018-1074-3105,713,,Sherman,AVE,713 Sherman AVE,46616,House,In Compliance: Outcome Complete,2014/04/22 00:00:00+00,2015/03/20 00:00:00+00,Demolished,City,-86.265181748,41.684442835,242
CLOSED,71-08-02-333-013.000-026,018-1074-3118,716,,Sherman,AVE,716 Sherman AVE,46616,,In Compliance: Outcome Complete,2013/10/29 00:00:00+00,2014/09/30 00:00:00+00,Demolished,City,-86.264493387,41.684390051,243
CLOSED,71-08-02-332-029.000-026,018-1074-3102,723,,Sherman,AVE,723 Sherman AVE,46616,,In Compliance: Outcome Complete,2014/01/30 00:00:00+00,2014/09/26 00:00:00+00,Deconstructed,City,-86.26518927,41.684783429,244
CLOSED,71-08-02-333-011.000-026,018-1074-3115,724,,Sherman,AVE,724 Sherman AVE,46616,,In Compliance: Outcome Complete,2010/02/16 00:00:00+00,2014/12/16 00:00:00+00,Repaired,Private,-86.264499773,41.684787198,245
CLOSED,71-08-02-332-027.000-026,018-1075-3150,727,,Sherman,AVE,727 Sherman AVE,46616,,In Compliance: Outcome Complete,2012/11/06 00:00:00+00,2014/07/17 00:00:00+00,Repaired,Private,-86.265193519,41.6849967850001,246
CLOSED,71-08-02-332-026.000-026,018-1075-3149,729,,Sherman,AVE,729 Sherman AVE,46616,,In Compliance: Outcome Complete,2012/11/06 00:00:00+00,2014/03/28 00:00:00+00,Demolished,City,-86.265196988,41.6851039700001,247
CLOSED,71-08-02-333-009.000-026,018-1075-3166,730,,Sherman,AVE,730 Sherman AVE,46616,"House, Garage",In Compliance: Outcome Complete,2014/04/29 00:00:00+00,2015/03/20 00:00:00+00,Demolished,City,-86.264506309,41.6850273000001,248
CLOSED,71-08-02-333-008.000-026,018-1075-3165,736,,Sherman,AVE,736 Sherman AVE,46616,,In Compliance: Outcome Complete,2013/09/17 00:00:00+00,2014/03/28 00:00:00+00,Demolished,City,-86.264508291,41.685173272,249
CLOSED,71-08-02-333-006.000-026,018-1075-3163,744,,Sherman,AVE,744 Sherman AVE,46616,,In Compliance: Outcome Complete,2013/09/17 00:00:00+00,2014/03/28 00:00:00+00,Demolished,City,-86.26451538,41.6854432060001,250
CLOSED,71-08-02-332-022.000-026,018-1075-3145,747,,Sherman,AVE,747 Sherman AVE,46616,,In Compliance: Outcome Complete,2012/10/11 00:00:00+00,2013/06/25 00:00:00+00,Repaired,Private,-86.265209597,41.685571119,251
CLOSED,71-08-02-333-004.000-026,018-1075-3161,748,,Sherman,AVE,748 Sherman AVE,46616,,In Compliance: Outcome Complete,,2013/07/02 00:00:00+00,Demolished,Private,-86.264521675,41.6856457220001,252
CLOSED,71-08-02-329-004.000-026,018-1075-3154,806,,Sherman,AVE,806 Sherman AVE,46616,House,In Compliance: Outcome Complete,2015/10/08 00:00:00+00,2016/05/13 00:00:00+00,Repaired,Private,-86.26453695,41.6862771670001,253
CLOSED,71-08-02-329-003.000-026,018-1075-3153,810,,Sherman,AVE,810 Sherman AVE,46616,"House, Garage, Fence",In Compliance: Outcome Complete,2014/10/30 00:00:00+00,2015/10/02 00:00:00+00,Demolished,City,-86.2645407379999,41.6864107600001,254
CLOSED,71-08-13-279-003.000-026,018-7012-0462,1510,,Dale ,AVE,1510 Dale  AVE,46613,House,In Compliance: Outcome Complete,2016/04/28 00:00:00+00,2016/05/03 00:00:00+00,Repaired,Private,-86.236915643,41.6594568510001,255
CLOSED,71-09-18-332-015.000-026,018-7092-3335,1343,E,Dayton,ST,1343 E Dayton ST,46613,House,In Compliance: Outcome Complete,2018/10/09 00:00:00+00,2018/10/09 00:00:00+00,Repaired,Private,-86.228205588,41.656890565,256
CLOSED,71-08-10-310-021.000-026,018-4039-1449,525,S,Kaley,,525 S Kaley ,46619,"House, Garage, Shed",In Compliance: Outcome Complete,2015/05/21 00:00:00+00,2016/03/15 00:00:00+00,Demolished,City,-86.288000726,41.6693474350001,257
CLOSED,71-03-35-330-032.000-026,018-2167-6111,1001,,Kinyon,,1001 Kinyon ,46616,"House, Garage",In Compliance: Outcome Complete,2015/03/17 00:00:00+00,2015/09/22 00:00:00+00,Demolished,City,-86.264720214,41.6974171570001,258
CLOSED,71-08-13-334-019.000-026,018-7045-1757,1818,S,Carroll,ST,1818 S Carroll ST,46613,"House, Garage",In Compliance: Outcome Complete,2016/02/25 00:00:00+00,2017/08/28 00:00:00+00,Repaired,Private,-86.2458276149999,41.6550918670001,259
CLOSED,71-08-13-385-025.000-026,018-7039-1547,2116,,Carroll,ST,2116 Carroll ST,46613,House,In Compliance: Outcome Complete,2016/11/10 00:00:00+00,2017/03/10 00:00:00+00,Repaired,Private,-86.245854421,41.652020271,260
CLOSED,71-08-02-482-012.000-026,018-1020-0832,327,W,Madison,ST,327 W Madison ST,46601,House,In Compliance: Outcome Complete,2014/04/17 00:00:00+00,2015/10/02 00:00:00+00,Demolished,City,-86.255023471,41.6806100800001,261
CLOSED,71-09-06-362-009.000-026,018-5080-2827,1226,E,Madison,ST,1226 E Madison ST,46617,"House, Garage, Fence",In Compliance: Outcome Complete,2017/01/05 00:00:00+00,2018/03/05 00:00:00+00,Repaired,Private,-86.231804315,41.680331418,262
CLOSED,71-08-14-310-010.000-026,018-8056-2246,1824,,Magnolia,ST,1824 Magnolia ST,46613,"House, Garage, Fence",In Compliance: Outcome Complete,2015/06/18 00:00:00+00,2016/02/27 00:00:00+00,Demolished,City,-86.272132498,41.6545886590001,263
CLOSED,71-09-05-405-010.000-026,018-5174-6641,728,,Manchester,DR,728 Manchester DR,46615,"House, Garage, Fence",In Compliance: Outcome Complete,2013/06/25 00:00:00+00,2014/04/10 00:00:00+00,Demolished,Private,-86.201216398,41.6857858290001,264
CLOSED,71-09-05-279-001.000-026,018-5185-7048,1010,,Manchester,DR,1010 Manchester DR,46615,"House, Shed, Fence",In Compliance: Outcome Complete,2015/05/07 00:00:00+00,2015/12/17 00:00:00+00,Demolished,Private,-86.20131894,41.688855344,265
CLOSED,71-08-13-254-025.000-026,018-7015-0619,1413,,Marietta,ST,1413 Marietta ST,46613,,In Compliance: Outcome Complete,2014/07/29 00:00:00+00,2014/11/19 00:00:00+00,Repaired,Private,-86.241276348,41.6596383890001,266
CLOSED,71-08-13-258-003.000-026,018-7029-1136,1508,,Marietta,ST,1508 Marietta ST,46613,House,In Compliance: Outcome Complete,2014/10/23 00:00:00+00,2015/11/12 00:00:00+00,Repaired,Private,-86.2407701829999,41.658820318,267
CLOSED,71-08-13-403-014.000-026,018-7047-1828,1614,,Marietta,ST,1614 Marietta ST,46613,,In Compliance: Outcome Complete,2012/01/24 00:00:00+00,2013/09/26 00:00:00+00,Demolished,Private,-86.2407596469999,41.657503821,268
CLOSED,71-08-13-403-015.000-026,018-7047-1829,1618,,Marietta,ST,1618 Marietta ST,46613,House,In Compliance: Outcome Complete,2014/06/26 00:00:00+00,2015/03/20 00:00:00+00,Demolished,City,-86.240764551,41.6573915590001,269
CLOSED,71-09-18-305-008.000-026,018-7084-3041,1619,,Marine,ST,1619 Marine ST,46613,,In Compliance: Outcome Complete,,2013/12/12 00:00:00+00,Repaired,Private,-86.232411581,41.65782656,270
CLOSED,71-09-18-352-005.000-026,018-7087-3144,1920,,Marine,ST,1920 Marine ST,46613,Duplex,In Compliance: Outcome Complete,2016/05/12 00:00:00+00,2016/09/19 00:00:00+00,Repaired,Private,-86.2316455979999,41.654211995,271
CLOSED,71-08-02-477-027.000-026,018-1021-0860,509,W,Marion,ST,509 W Marion ST,46601,House,In Compliance: Outcome Complete,2014/11/06 00:00:00+00,2015/10/02 00:00:00+00,Demolished,City,-86.257281059,41.681884102,272
CLOSED,71-08-02-459-004.000-026,018-1055-2355,618,W,Marion,ST,618 W Marion ST,46601,H​ouse,In Compliance: Outcome Complete,2019/10/22 00:00:00+00,2019/12/26 00:00:00+00,Demolished,Private,-86.259206343,41.6813798950001,273
ACTIVE,71-08-24-127-012.000-026,018-7149-5297,130,E,ALTGELD,ST,130 E ALTGELD ST,46614,"H​ouse​, Garage",Repair Deadline Expired,2021/10/12 00:00:00+00,,,,-86.2484137229999,41.6495059040001,274
ACTIVE,71-08-13-382-013.000-026,018-7040-1584,2114,S,ST. JOSEPH,ST,2114 S ST. JOSEPH ST,46613,H​ouse,Demo Affirmed,2021/10/21 00:00:00+00,2018/05/05 00:00:00+00,Repaired,Private,-86.247564427,41.652009623,275
CLOSED,71-03-34-330-019.000-026,018-2102-3835,1747,N,Meade,ST,1747 N Meade ST,46628,"House, Fence",In Compliance: Outcome Complete,2018/03/15 00:00:00+00,2019/08/19 00:00:00+00,Repaired,Private,-86.28660093,41.698774246,276
CLOSED,71-08-13-382-009.000-026,018-7037-1510,228,E,Donald,ST,228 E Donald ST,46613,"House, Garage, Fences",In Compliance: Outcome Complete,2018/07/31 00:00:00+00,2019/03/01 00:00:00+00,Demolished,City,-86.246575236,41.6522944500001,277
CLOSED,71-03-35-326-015.000-026,018-2143-5373,1013,,Bryan,ST,1013 Bryan ST,46616,"House, Garage",In Compliance: Outcome Complete,2014/10/16 00:00:00+00,2014/12/29 00:00:00+00,Repaired,Private,-86.2652503429999,41.7010398670001,278
CLOSED,71-03-35-326-009.000-026,018-2143-5367,1101,,Bryan,ST,1101 Bryan ST,46616,"House, Shed",In Compliance: Outcome Complete,2015/02/12 00:00:00+00,2015/06/24 00:00:00+00,Repaired,Private,-86.266183024,41.701030587,279
CLOSED,71-03-35-327-008.000-026,018-2142-5324,1106,,Bryan,ST,1106 Bryan ST,46616,House,In Compliance: Outcome Complete,2014/10/30 00:00:00+00,2015/09/22 00:00:00+00,Demolished,City,-86.266322938,41.7005099900001,280
CLOSED,71-08-03-132-016.000-026,018-2048-1669,2504,,Calhoun,ST,2504 Calhoun ST,46628,"House, Garage",In Compliance: Outcome Complete,2015/05/07 00:00:00+00,2015/05/07 00:00:00+00,Repaired,Private,-86.285224242,41.692281978,281
CLOSED,71-08-02-184-013.000-026,018-1085-3609,1019,,California,ST,1019 California ST,46616,,In Compliance: Outcome Complete,2012/12/13 00:00:00+00,2014/01/30 00:00:00+00,Demolished,City,,,282
CLOSED,71-08-13-376-011.000-026,018-7034-1353,134,E,Calvert,ST,134 E Calvert ST,46613,"House, Garage",In Compliance: Outcome Complete,2018/01/04 00:00:00+00,2018/05/15 00:00:00+00,Repaired,Private,-86.248065974,41.6541514990001,283
CLOSED,71-08-13-380-003.000-026,018-7034-1350,212,E,Calvert,ST,212 E Calvert ST,46613,,In Compliance: Outcome Complete,2012/11/20 00:00:00+00,2014/08/22 00:00:00+00,Demolished,City,-86.2473376139999,41.654089318,284
CLOSED,71-08-13-380-006.000-026,018-7034-1347,220,E,Calvert,ST,220 E Calvert ST,46613,House,In Compliance: Outcome Complete,2015/03/10 00:00:00+00,2015/10/02 00:00:00+00,Demolished,City,-86.2469707179999,41.6540982170001,285
CLOSED,71-08-13-380-010.000-026,018-7034-1342,234,,Calvert,ST,234 Calvert ST,46613,"House, Fence",In Compliance: Outcome Complete,2015/09/01 00:00:00+00,2016/02/27 00:00:00+00,Demolished,City,-86.246235369,41.654115194,286
CLOSED,71-08-13-333-048.000-026,018-7034-1306,235,E,Calvert,ST,235 E Calvert ST,46613,House,In Compliance: Outcome Complete,2013/03/14 00:00:00+00,2014/10/24 00:00:00+00,Demolished,City,-86.246236408,41.654542049,287
CLOSED,71-08-13-334-031.000-026,018-7035-1373,305,E,Calvert,ST,305 E Calvert ST,46613,"House, Fence, Garage",In Compliance: Outcome Complete,2013/01/15 00:00:00+00,2015/03/13 00:00:00+00,Demolished,City,-86.245717884,41.6545538620001,288
CLOSED,71-08-13-384-004.000-026,018-7035-1381,310,E,Calvert,ST,310 E Calvert ST,46613,House,In Compliance: Outcome Complete,2014/09/18 00:00:00+00,2015/03/13 00:00:00+00,Demolished,City,-86.245493954,41.654131917,289
CLOSED,71-08-13-480-004.000-026,018-7056-2088,1014,E,Calvert,ST,1014 E Calvert ST,46613,House,In Compliance: Outcome Complete,2014/10/14 00:00:00+00,2015/10/02 00:00:00+00,Demolished,City,-86.23593893,41.6543639990001,290
CLOSED,71-03-35-377-030.000-026,018-2165-6057,1201,,McCartney,ST,1201 McCartney ST,46616,"House, Garage",In Compliance: Outcome Complete,2014/05/13 00:00:00+00,2015/12/16 00:00:00+00,Demolished,City,-86.267661634,41.695528729,291
CLOSED,71-08-11-181-003.000-026,018-3069-2676,318,,McPherson,ST,318 McPherson ST,46625,"House, Garage",In Compliance: Outcome Complete,2014/11/04 00:00:00+00,2015/06/03 00:00:00+00,Repaired,Private,-86.265631739,41.6727899140001,292
CLOSED,71-08-14-178-017.000-026,018-8052-2107,1533,,McPherson,ST,1533 McPherson ST,46613,,In Compliance: Outcome Complete,,2017/09/12 00:00:00+00,Repaired,Private,-86.2665202699999,41.6578572870001,293
CLOSED,71-08-10-180-008.000-026,018-4030-1060,102,N,Meade,ST,102 N Meade ST,46619,"House, Garage",In Compliance: Outcome Complete,2014/06/05 00:00:00+00,2014/08/21 00:00:00+00,Repaired,Private,-86.2855431679999,41.675807214,294
CLOSED,71-08-10-180-012.000-026,018-4031-1094,110,S,Meade,ST,110 S Meade ST,46619,House,In Compliance: Outcome Complete,2017/01/24 00:00:00+00,2017/10/10 00:00:00+00,Repaired,Private,-86.2855325209999,41.6753206590001,295
CLOSED,71-08-10-180-023.000-026,018-4033-1160,204,S,Meade,ST,204 S Meade ST,46619,House,In Compliance: Outcome Complete,2015/07/30 00:00:00+00,2015/07/30 00:00:00+00,Repaired,Private,-86.285499649,41.6740071420001,296
CLOSED,71-08-10-180-027.000-026,018-4033-1164,218,S,Meade,ST,218 S Meade ST,46619,"House, Garage",In Compliance: Outcome Complete,2014/01/30 00:00:00+00,2016/04/28 00:00:00+00,Demolished,City,-86.2854897619999,41.6735696380001,297
CLOSED,71-08-10-180-045.000-026,018-4034-120901,318,S,Meade,ST,318 S Meade ST,46619,House,In Compliance: Outcome Complete,2013/11/07 00:00:00+00,2015/12/11 00:00:00+00,Demolished,City,-86.285610262,41.6723664780001,298
CLOSED,71-08-10-326-020.000-026,018-4035-1263,413,S,Meade,ST,413 S Meade ST,46619,House,In Compliance: Outcome Complete,2014/03/11 00:00:00+00,2015/09/16 00:00:00+00,Demolished,City,-86.2860953269999,41.6714803180001,299
CLOSED,71-08-10-330-017.000-026,018-4036-1306,505,S,Meade,ST,505 S Meade ST,46619,,In Compliance: Outcome Complete,2014/07/01 00:00:00+00,2014/12/18 00:00:00+00,Repaired,Private,-86.286062124,41.6699431370001,300
CLOSED,71-08-10-331-003.000-026,018-4025-0862,512,S,Meade,ST,512 S Meade ST,46619,,In Compliance: Outcome Complete,2012/11/20 00:00:00+00,2013/05/02 00:00:00+00,Repaired,Private,-86.285399303,41.6698276710001,301
CLOSED,71-08-10-379-017.000-026,018-4038-1416,829,S,Meade,ST,829 S Meade ST,46619,"House, Garage",In Compliance: Outcome Complete,2014/06/24 00:00:00+00,2015/09/16 00:00:00+00,Demolished,City,-86.285958421,41.6654458560001,302
CLOSED,71-08-03-180-021.000-026,018-2071-2616,1019,N,Meade,ST,1019 N Meade ST,46628,,In Compliance: Outcome Complete,2013/09/19 00:00:00+00,2014/08/25 00:00:00+00,Repaired,Private,-86.28691136,41.6884002030001,303
CLOSED,71-08-02-188-009.000-026,018-1085-3606,904,,Sherman,AVE,904 Sherman AVE,46616,"House, Garage, Fence, Pergola",In Compliance: Outcome Complete,2016/01/28 00:00:00+00,2016/11/14 00:00:00+00,Demolished,City,-86.264553953,41.6870102170001,304
CLOSED,71-08-02-188-008.000-026,018-1085-3605,906,,Sherman,AVE,906 Sherman AVE,46616,"House, Garage",In Compliance: Outcome Complete,2016/02/23 00:00:00+00,2016/11/14 00:00:00+00,Demolished,City,-86.2645577219999,41.6871281690001,305
CLOSED,71-08-02-187-014.000-026,018-1085-3590,909,,Sherman,AVE,909 Sherman AVE,46616,"House, Garage, Fence",In Compliance: Outcome Complete,2014/05/15 00:00:00+00,2015/03/06 00:00:00+00,Demolished,City,-86.265250828,41.6872722590001,306
CLOSED,71-08-02-187-013.000-026,018-1085-3589,911,,Sherman,AVE,911 Sherman AVE,46616,"House, Garage",In Compliance: Outcome Complete,2012/12/06 00:00:00+00,2015/03/06 00:00:00+00,Demolished,City,-86.265252109,41.6874132510001,307
CLOSED,71-08-02-188-006.000-026,018-1085-3603,912,,Sherman,AVE,912 Sherman AVE,46628,,In Compliance: Outcome Complete,2013/05/16 00:00:00+00,2014/03/28 00:00:00+00,Demolished,City,-86.264563863,41.6873152540001,308
CLOSED,71-08-02-188-005.000-026,018-1085-3602,914,,Sherman,AVE,914 Sherman AVE,46616,,In Compliance: Outcome Complete,2013/02/07 00:00:00+00,2014/03/28 00:00:00+00,Demolished,City,-86.2645659999999,41.6874260270001,309
CLOSED,71-08-02-188-004.000-026,018-1085-3601,918,,Sherman,AVE,918 Sherman AVE,46601,,In Compliance: Outcome Complete,2013/02/19 00:00:00+00,2014/09/30 00:00:00+00,Demolished,City,-86.264569169,41.687540111,310
CLOSED,71-08-02-183-027.000-026,018-1085-3584,1007,,Sherman,AVE,1007 Sherman AVE,46616,,In Compliance: Outcome Complete,2013/04/09 00:00:00+00,2014/05/16 00:00:00+00,Demolished,City,-86.265270175,41.688129562,311
CLOSED,71-08-02-184-011.000-026,018-1085-3597,1008,,Sherman,AVE,1008 Sherman AVE,46616,,In Compliance: Outcome Complete,,2013/03/28 00:00:00+00,Demolished,Private,,,312
CLOSED,71-08-02-183-024.000-026,018-1085-3581,1015,,Sherman,AVE,1015 Sherman AVE,46616,,In Compliance: Outcome Complete,2013/05/02 00:00:00+00,2014/04/04 00:00:00+00,Demolished,City,-86.265276862,41.688451334,313
CLOSED,71-08-02-183-018.000-026,018-1084-3533,1033,,Sherman,AVE,1033 Sherman AVE,46616,"House, Garage, Fence",In Compliance: Outcome Complete,2013/10/29 00:00:00+00,2015/10/02 00:00:00+00,Demolished,City,-86.265293344,41.689112288,314
CLOSED,71-08-03-486-008.000-026,018-2011-0222,1616,,Sibley,AVE,1616 Sibley AVE,46628,House,In Compliance: Outcome Complete,2019/01/08 00:00:00+00,2019/01/08 00:00:00+00,Repaired,Private,-86.274578128,41.6809772030001,315
CLOSED,71-08-03-483-018.000-026,018-2013-0304,1631,,Sibley,AVE,1631 Sibley AVE,46628,House,In Compliance: Outcome Complete,2015/02/17 00:00:00+00,2015/10/21 00:00:00+00,Demolished,City,-86.275167601,41.681490502,316
ACTIVE,71-08-13-103-007.000-026,018-8001-0031,922,S,MAIN,ST,922 S MAIN ST,46601,Commercial,Repair Order,2022/09/08 00:00:00+00,,,,-86.251236757,41.6644838330001,317
CLOSED,71-08-02-356-034.000-026,018-1049-2118,321,,Studebaker,ST,321 Studebaker ST,46628,House,In Compliance: Outcome Complete,2015/01/15 00:00:00+00,2015/10/14 00:00:00+00,Demolished,City,-86.272203033,41.6801780170001,318
CLOSED,71-08-03-129-019.000-026,018-2050-1757,1333,N,Olive,ST,1333 N Olive ST,46628,"House, Fence",In Compliance: Outcome Complete,2015/01/15 00:00:00+00,2015/09/22 00:00:00+00,Demolished,City,-86.284070833,41.6928836880001,319
CLOSED,71-08-13-385-003.000-026,018-7036-1427,310,E,Bowman,,310 E Bowman ,46613,"House, Garage",In Compliance: Outcome Complete,2017/08/08 00:00:00+00,2017/12/21 00:00:00+00,Repaired,Private,-86.245590912,41.6532261840001,320
CLOSED,71-03-34-427-017.000-026,018-2124-4577,1849,,COLLEGE,ST,1849 COLLEGE ST,46628,"House​, Garage",In Compliance: Outcome Complete,2021/05/06 00:00:00+00,,Repaired,Private,-86.277016434,41.700692883,321
CLOSED,71-08-13-254-001.000-026,018-7015-0595,602,E,Broadway,ST,602 E Broadway ST,46601,"House, Shed, Fence",In Compliance: Outcome Complete,2015/06/02 00:00:00+00,2016/03/15 00:00:00+00,Demolished,City,-86.24256765,41.6599990830001,322
CLOSED,71-03-35-327-001.000-026,018-2142-5310,1134,W,Bryan,ST,1134 W Bryan ST,46616,House,In Compliance: Outcome Complete,2015/08/11 00:00:00+00,2015/10/29 00:00:00+00,Repaired,Private,-86.267373773,41.700496458,323
CLOSED,71-09-06-359-007.000-026,018-5080-2799,1224,,Cedar,ST,1224 Cedar ST,46617,"House, Fence",In Compliance: Outcome Complete,2015/01/27 00:00:00+00,2015/10/27 00:00:00+00,Repaired,Private,-86.23209015,41.6817146810001,324
CLOSED,71-08-10-357-014.000-026-,018-4050-1843-,809,S,Camden,ST,809 S Camden ST,46619,House,Moved To RSVP,2018/09/18 00:00:00+00,,,,,,325
CLOSED,71-08-09-202-004.000-026,018-4067-245602,246,N,Chicago,ST,246 N Chicago ST,46619,"House, Fence",In Compliance: Outcome Complete,2018/05/01 00:00:00+00,2018/11/23 00:00:00+00,Demolished,City,-86.301879105,41.6785658860001,326
CLOSED,71-08-10-402-007.000-026,018-4019-0660,418,,Philippa,ST,418 Philippa ST,46619,House,In Compliance: Outcome Complete,2018/05/31 00:00:00+00,2018/07/02 00:00:00+00,Repaired,Private,-86.281919133,41.671409102,327
CLOSED,71-08-05-458-007.000-026,018-2224-8401,5119,W,Colfax,AVE,5119 W Colfax AVE,46619,House,In Compliance: Outcome Complete,2015/03/05 00:00:00+00,2015/08/31 00:00:00+00,Demolished,City,-86.319394831,41.6807061690001,328
CLOSED,71-08-13-430-005.000-026,018-7052-1961,1616,,Dale,AVE,1616 Dale AVE,46613,"House, Garage, Fence",In Compliance: Outcome Complete,2015/06/02 00:00:00+00,2016/03/15 00:00:00+00,Demolished,City,-86.236319818,41.657617997,329
CLOSED,71-08-02-155-005.000-026,018-1090-3827,1034,,Diamond,AVE,1034 Diamond AVE,46628,"House, Garage",In Compliance: Outcome Complete,2015/02/12 00:00:00+00,2015/10/14 00:00:00+00,Demolished,City,-86.269575098,41.6887698720001,330
CLOSED,71-08-01-479-047.000-026,018-5027-1000,507,N,Eddy,ST,507 N Eddy ST,46617,House,In Compliance: Outcome Complete,2015/06/04 00:00:00+00,2015/10/15 00:00:00+00,Demolished,Private,-86.235514295,41.682184696,331
CLOSED,71-08-13-256-003.000-026,018-7027-1080,1508,,Fellows,ST,1508 Fellows ST,46613,"House, Chimney",In Compliance: Outcome Complete,2019/01/08 00:00:00+00,2019/01/08 00:00:00+00,Repaired,Private,-86.244192773,41.6587367070001,332
CLOSED,71-08-13-256-004.000-026,018-7027-1081,1512,S,Fellows,ST,1512 S Fellows ST,46613,House,In Compliance: Outcome Complete,2017/12/19 00:00:00+00,2018/07/10 00:00:00+00,Repaired,Private,-86.244192749,41.6586311570001,333
CLOSED,71-08-01-286-018.000-026,018-5106-3727,917,N,Frances,ST,917 N Frances ST,46617,"House, Fence",In Compliance: Outcome Complete,2015/06/04 00:00:00+00,2016/02/12 00:00:00+00,Repaired,Private,-86.237305439,41.687738967,334
ACTIVE,71-08-11-301-016.000-026,018-3081-3221,445,S,Harris,ST,445 S Harris ST,46619,"House, Garage",Repair Order,2023/04/14 00:00:00+00,,,,-86.272304904,41.6706471410001,335
CLOSED,71-03-35-379-007.000-026,018-2166-6090,1216,,King,ST,1216 King ST,46616,"House, Fence",In Compliance: Outcome Complete,2015/03/17 00:00:00+00,2015/09/22 00:00:00+00,Demolished,City,-86.2680739309999,41.6941712610001,336
CLOSED,71-08-12-432-001.000-026-,018-3039-1541-,721,E,Lincoln,WAY,721 E Lincoln WAY,46601,House,Moved To RSVP,2018/01/09 00:00:00+00,,,,,,337
