Lon,Lat,OBJECTID,Ownership,Pole_Num_1,Service,Bulb_Type,Wattage,Lumens,Mast_Arm,Photo_Cont,Luminaire_,Hand_Hold,Extra_Info,Inspection,Inspect_Date,Inspect_Time,Pole_Manuf,Pole_Model,Light_Manu,Light_Mode,POINT_X,POINT_Y,Fixture,Fixture_Model,Bracket,Banner_Arms,Address,Banner_Size,Pole_Number,Pole_Prefix,Pole_Suffix,Pole_Type,Pole_Suff_Seq,Owner_Asset,Light_Presence,created_user,created_date,last_edited_user,last_edited_date
-86.2508548216609,41.6937019795617,4763,AEP,J235-1080,Underground,Yellow - H.P. Sodium,40 - 400 Watts,"D - 50,000 Lumens",No,No,No,No,,KB-TP,,05:29:45am,,,, ,168536.774819,2348297.87894,,,,,,,J235-1080,,,Fiberglass,5762,-3,,,,,
-86.2505822771015,41.6939963544102,4764,AEP,J235-1081,Underground,Yellow - H.P. Sodium,40 - 400 Watts,"D - 50,000 Lumens",No,No,No,No,,KB-TP,,05:50:05am,,,, ,168611.93716,2348404.6394,,,,,,,J235-1081,,,Fiberglass,5763,-3,,,,,
-86.2492274005159,41.6911607024198,4765,AEP,J235-1082,Underground,Unknown,Unknown,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,06:01:13am,,,, ,168974.98011,2347368.86966,,,,,,,J235-1082,,,Concrete,5764,-3,,,,,
-86.2490049641239,41.6910815113735,4766,AEP,J235-1083,Underground,Unknown,Unknown,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,06:03:19am,,,, ,169035.537516,2347339.60271,,,,,,,J235-1083,,,Concrete,5765,-3,,,,,
-86.2483812564409,41.6911616327692,4767,AEP,J235-1084,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:06:28am,,,, ,169206.083487,2347367.64694,,,,,,,J235-1084,,,Fiberglass,5766,-3,,,,,
-86.2481304518385,41.6910476515809,4768,AEP,J235-1085,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:05:19am,,,, ,169274.303433,2347325.65145,,,,,,,J235-1085,,,Fiberglass,5767,-3,,,,,
-86.2472463128477,41.6911655774818,4769,AEP,J235-1086,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,06:09:57am,,,, ,169516.071643,2347366.99295,,,,,,,J235-1086,,,Concrete,5768,-3,,,,,
-86.2461852496117,41.6911770113803,4770,AEP,J235-1087,Underground,Blue - Mercury Vapor,Unknown,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,06:30:51am,,,, ,169805.899874,2347369.20765,,,,,,,J235-1087,,,Concrete,5769,-3,,,,,
-86.2459548602453,41.6910539403012,4771,AEP,J235-1088,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:32:50am,,,, ,169868.522499,2347323.93953,,,,,,,J235-1088,,,Concrete,5770,-3,,,,,
-86.2498645609757,41.6920410368595,4772,AEP,J235-1091,Underground,Unknown,Unknown,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,08:32:57am,,,, ,168803.128994,2347690.8262,,,,,,,J235-1091,,,Concrete,5771,-3,,,,,
-86.2498684492801,41.6921629708491,4773,AEP,J235-1092,Underground,Unknown,Unknown,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,08:32:00am,,,, ,168802.367851,2347735.26426,,,,,,,J235-1092,,,Concrete,5772,-3,,,,,
-86.2492956736004,41.6921617424365,4774,AEP,J235-1093,Underground,Unknown,Unknown,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,08:30:57am,,,, ,168958.800443,2347733.75782,,,,,,,J235-1093,,,Concrete,5773,-3,,,,,
-86.2490008778971,41.692062069927,4775,AEP,J235-1094,Underground,Unknown,Unknown,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,08:28:58am,,,, ,169039.06875,2347696.89459,,,,,,,J235-1094,,,Concrete,5774,-3,,,,,
-86.2484053150773,41.6921699921179,4776,AEP,J235-1095,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:09:25am,,,, ,169201.993931,2347735.12029,,,,,,,J235-1095,,,Wood,5775,-3,,,,,
-86.2481632234694,41.69207182891,4777,AEP,J235-1096,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:08:35am,,,, ,169267.872051,2347698.90487,,,,,,,J235-1096,,,Wood,5776,-3,,,,,
-86.247259316035,41.6921781409929,4778,AEP,J235-1097,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,06:12:33am,,,, ,169515.006908,2347735.97804,,,,,,,J235-1097,,,Concrete,5777,-3,,,,,
-86.247012051877,41.6920831321093,4779,AEP,J235-1098,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,06:11:23am,,,, ,169582.306064,2347700.90329,,,,,,,J235-1098,,,Concrete,5778,-3,,,,,
-86.2462069785031,41.6921912741649,4780,AEP,J235-1099,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:27:43am,,,, ,169802.451686,2347738.82805,,,,,,,J235-1099,,,Fiberglass,5779,-3,,,,,
-86.253988902945,41.6920009911221,4781,AEP,J235-0011,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:15:47am,,,, ,167676.594748,2347683.88762,,,,,,,J235-0011,,,Wood,5780,-3,,,,,
-86.2459665614757,41.6920900753059,4782,AEP,J235-1100,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:29:06am,,,, ,169867.865671,2347701.51132,,,,,,,J235-1100,,,Fiberglass,5781,-3,,,,,
-86.2452268283006,41.6921055858918,4783,AEP,J235-1101,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:23:22am,,,, ,170069.938523,2347705.8052,,,,,,,J235-1101,,,Metal,5782,-3,,,,,
-86.2498796624889,41.6930581613443,4784,AEP,J235-1102,Underground,Unknown,Unknown,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,08:19:50am,,,, ,168801.513808,2348061.47727,,,,,,,J235-1102,,,Concrete,5783,-3,,,,,
-86.2498886388953,41.6931703228825,4785,AEP,J235-1103,Underground,Unknown,Unknown,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,08:18:59am,,,, ,168799.339224,2348102.36382,,,,,,,J235-1103,,,Concrete,5784,-3,,,,,
-86.2491770050085,41.6931637047277,4786,AEP,J235-1104,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,08:18:17am,,,, ,168993.679864,2348098.63696,,,,,,,J235-1104,,,Concrete,5785,-3,,,,,
-86.2489883020707,41.6930834837344,4787,AEP,J235-1105,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,08:16:41am,,,, ,169045.019824,2348069.05753,,,,,,,J235-1105,,,Concrete,5786,-3,,,,,
-86.248410913054,41.6931772310231,4788,AEP,J235-1106,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:16:00am,,,, ,169202.943542,2348102.15195,,,,,,,J235-1106,,,Fiberglass,5787,-3,,,,,
-86.2481848756871,41.6930783455447,4789,AEP,J235-1107,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,08:13:59am,,,, ,169264.434294,2348065.70296,,,,,,,J235-1107,,,Concrete,5788,-3,,,,,
-86.247031451772,41.6930908488583,4790,AEP,J235-1109,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:15:15am,,,, ,169579.481605,2348068.1341,,,,,,,J235-1109,,,Fiberglass,5789,-3,,,,,
-86.2461727694383,41.6935843600053,4791,AEP,J235-1110,Underground,Blue - Mercury Vapor,17 - 175 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:24:17am,,,, ,169815.209597,2348246.38247,,,,,,,J235-1110,,,Fiberglass,5790,-3,,,,,
-86.2462299453848,41.693193205228,4792,AEP,J235-1111,Underground,Unknown,Unknown,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,06:25:20am,,,, ,169798.635351,2348103.95726,,,,,,,J235-1111,,,Concrete,5791,-3,,,,,
-86.2459657902863,41.6931229731032,4793,AEP,J235-1112,Underground,Unknown,Unknown,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,06:26:24am,,,, ,169870.607483,2348077.88052,,,,,,,J235-1112,,,Concrete,5792,-3,,,,,
-86.247202775888,41.6925945982989,4794,AEP,J235-1114,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:13:58am,,,, ,169531.471721,2347887.62407,,,,,,,J235-1114,,,Fiberglass,5793,-3,,,,,
-86.2498416626024,41.6940934591657,4795,AEP,J235-1115,Underground,Unknown,Unknown,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:20:43am,,,, ,168814.446431,2348438.65253,,,,,,,J235-1115,,,Fiberglass,5794,-3,,,,,
-86.2478247517707,41.6941238483662,4796,AEP,J235-1117,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:13:07am,,,, ,169365.359749,2348446.00297,,,,,,,J235-1117,,,Fiberglass,5795,-3,,,,,
-86.2465522032614,41.6941307996455,4797,AEP,J235-1118,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:21:24am,,,, ,169712.922338,2348446.19353,,,,,,,J235-1118,,,Fiberglass,5796,-3,,,,,
-86.2456535584389,41.6941369179448,4798,AEP,J235-1119,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,07:44:42am,,,, ,169958.366083,2348446.77185,,,,,,,J235-1119,,,Fiberglass,5797,-3,,,,,
-86.2449842842293,41.6941326427105,4799,AEP,J235-1120,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:33:23am,,,, ,170141.140821,2348443.98621,,,,,,,J235-1120,,,Fiberglass,5798,-3,,,,,
-86.2442105669515,41.6937982007376,4800,AEP,J235-1121,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:34:20am,,,, ,170351.633521,2348320.70335,,,,,,,J235-1121,,,Fiberglass,5799,-3,,,,,
-86.2436897670595,41.69328891505,4801,AEP,J235-1122,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:35:09am,,,, ,170492.626553,2348134.17478,,,,,,,J235-1122,,,Fiberglass,5800,-3,,,,,
-86.2431319353543,41.6929138594287,4802,AEP,J235-1123,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:35:55am,,,, ,170644.06355,2347996.49078,,,,,,,J235-1123,,,Fiberglass,5801,-3,,,,,
-86.2419943970245,41.6928109046662,4803,AEP,J235-1124,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:36:37am,,,, ,170954.491501,2347956.89856,,,,,,,J235-1124,,,Fiberglass,5802,-3,,,,,
-86.2412766049203,41.6928154448217,4804,AEP,J235-1125,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:37:22am,,,, ,171150.542733,2347957.24423,,,,,,,J235-1125,,,Fiberglass,5803,-3,,,,,
-86.240639886781,41.692826431098,4805,AEP,J235-1126,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:38:03am,,,, ,171324.466957,2347960.08833,,,,,,,J235-1126,,,Fiberglass,5804,-3,,,,,
-86.2395299646693,41.6928340607084,4806,AEP,J235-1127,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:38:43am,,,, ,171627.622108,2347960.85021,,,,,,,J235-1127,,,Fiberglass,5805,-3,,,,,
-86.2451795430853,41.6931110140748,4807,AEP,J235-0113,Underground,Unknown,Unknown,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,05:15:33am,,,, ,170085.313443,2348072.07974,,,,,,,J235-0113,,,Concrete,5806,-3,,,,,
-86.2390389029997,41.6929678323557,4808,AEP,J235-1130,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:41:44am,,,, ,171762.062425,2348008.70287,,,,,,,J235-1130,,,Fiberglass,5807,-3,,,,,
-86.2401022732813,41.6929443382853,4809,AEP,J235-1131,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:42:30am,,,, ,171471.583375,2348002.07364,,,,,,,J235-1131,,,Fiberglass,5808,-3,,,,,
-86.2410255596705,41.6929378566486,4810,AEP,J235-1132,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:43:17am,,,, ,171219.404303,2348001.39201,,,,,,,J235-1132,,,Fiberglass,5809,-3,,,,,
-86.241623157442,41.6929293203096,4811,AEP,J235-1133,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:44:27am,,,, ,171056.170707,2347999.37038,,,,,,,J235-1133,,,Fiberglass,5810,-3,,,,,
-86.2426231972511,41.6929316148856,4812,AEP,J235-1134,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:45:17am,,,, ,170783.050509,2348002.03102,,,,,,,J235-1134,,,Fiberglass,5811,-3,,,,,
-86.2433979640842,41.6932057063089,4813,AEP,J235-1135,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:46:29am,,,, ,170572.119084,2348103.32119,,,,,,,J235-1135,,,Fiberglass,5812,-3,,,,,
-86.243769777594,41.6935736679989,4814,AEP,J235-1136,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:48:26am,,,, ,170471.469886,2348238.08041,,,,,,,J235-1136,,,Fiberglass,5813,-3,,,,,
-86.2444622056808,41.6941219998496,4815,AEP,J235-1137,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:50:19am,,,, ,170283.699634,2348439.15125,,,,,,,J235-1137,,,Fiberglass,5814,-3,,,,,
-86.2488542059309,41.6941059236077,4816,AEP,J235-0116,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:27:06am,,,, ,169084.161467,2348441.3701,,,,,,,J235-0116,,,Fiberglass,5815,-3,,,,,
-86.2461558351961,41.6916584541324,4817,AEP,J235-1236,Underground,Unknown,Unknown,"X - 1,000 Lumens",No,No,No,No,,KB-TP,,06:29:50am,,,, ,169815.113744,2347544.58359,,,,,,,J235-1236,,,Concrete,5816,-3,,,,,
-86.2532751075312,41.6922680788452,4818,AEP,J235-1262,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:50:33am,,,, ,167872.208417,2347779.88165,,,,,,,J235-1262,,,Wood,5817,-3,,,,,
-86.2426230876593,41.6912110319893,4819,AEP,J235-1325,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:10:50am,,,, ,170778.888439,2347375.07924,,,,,,,J235-1325,,,Wood,5818,-3,,,,,
-86.2369709060285,41.6912700602927,4820,AEP,J235-1387,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:02:18am,,,, ,172322.767013,2347386.31697,,,,,,,J235-1387,,,Wood,5819,-3,,,,,
-86.2393068772867,41.6912460705206,4821,AEP,J235-1388,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:06:14am,,,, ,171684.704118,2347381.80816,,,,,,,J235-1388,,,Wood,5820,-3,,,,,
-86.2525730780781,41.6911074655983,4822,AEP,J235-1392,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,09:35:21am,,,, ,168061.068551,2347355.66838,,,,,,,J235-1392,,,Wood,5821,-3,,,,,
-86.2539375696886,41.6908913239219,4823,AEP,J235-0014,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:17:19am,,,, ,167687.858061,2347279.44791,,,,,,,J235-0014,,,Wood,5822,-3,,,,,
-86.2445531879203,41.6932146738512,4824,AEP,J235-1406,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,Yes,No,,KB-TP,,08:31:40am,,,, ,170256.633252,2348108.7033,,,,,,,J235-1406,,,Wood,5823,-3,,,,,
-86.2384552222907,41.6924636412936,4825,AEP,J235-1420,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,Yes,No,,KB-TP,,05:42:23am,,,, ,171920.254608,2347823.92533,,,,,,,J235-1420,,,Wood,5824,-3,,,,,
-86.2382188579783,41.6927904970224,4826,AEP,J235-1421,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,Yes,No,,KB-TP,,08:19:00am,,,, ,171985.600074,2347942.59767,,,,,,,J235-1421,,,Wood,5825,-3,,,,,
-86.2382550279551,41.6920611688549,4827,AEP,J235-1422,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,05:40:55am,,,, ,171973.958166,2347676.9082,,,,,,,J235-1422,,,Wood,5826,-3,,,,,
-86.2440517698635,41.6921082910239,4828,AEP,J235-1425,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:46:58am,,,, ,170390.87513,2347704.63744,,,,,,,J235-1425,,,Wood,5827,-3,,,,,
-86.2514227061798,41.6940544072272,4829,AEP,J235-1452,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,05:48:49am,,,, ,168382.550927,2348427.34994,,,,,,,J235-1452,,,Metal,5828,-3,,,,,
-86.2410490296424,41.6919785783061,4830,AEP,J235-1453,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:45:11am,,,, ,171210.663614,2347651.88976,,,,,,,J235-1453,,,Wood,5829,-3,,,,,
-86.2426658994456,41.6920388508542,4831,AEP,J235-1454,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:46:07am,,,, ,170769.212766,2347676.8008,,,,,,,J235-1454,,,Wood,5830,-3,,,,,
-86.249830683236,41.690695485881,4832,AEP,J235-1486,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:37:15am,,,, ,168809.062512,2347200.4674,,,,,,,J235-1486,,,Wood,5831,-3,,,,,
-86.235878850356,41.6913360843421,4833,AEP,J235-1711,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:15:05am,,,, ,172621.19034,2347408.40215,,,,,,,J235-1711,,,Metal,5832,-3,,,,,
-86.2363474016481,41.6913775904808,4834,AEP,J235-1712,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:15:58am,,,, ,172493.319047,2347424.3725,,,,,,,J235-1712,,,Metal,5833,-3,,,,,
-86.2363812900135,41.6931944808942,4835,AEP,J235-1717,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,09:11:23am,,,, ,172488.442008,2348086.47799,,,,,,,J235-1717,,,Wood,5834,-3,,,,,
-86.2359452804376,41.6932121631622,4836,AEP,J235-1718,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,09:13:15am,,,, ,172607.564575,2348092.13375,,,,,,,J235-1718,,,Wood,5835,-3,,,,,
-86.2378675427967,41.6928763094464,4837,AEP,J235-1726,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:22:23am,,,, ,172081.757019,2347973.22995,,,,,,,J235-1726,,,Wood,5836,-3,,,,,
-86.2373483204648,41.6930695614655,4838,AEP,J235-1727,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:23:09am,,,, ,172224.031092,2348042.70765,,,,,,,J235-1727,,,Wood,5837,-3,,,,,
-86.2368619715452,41.6935120117934,4839,AEP,J235-1728,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:23:58am,,,, ,172357.927253,2348203.04974,,,,,,,J235-1728,,,Wood,5838,-3,,,,,
-86.2363831688914,41.6939381752784,4840,AEP,J235-1729,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:25:37am,,,, ,172489.721122,2348357.47118,,,,,,,J235-1729,,,Wood,5839,-3,,,,,
-86.2357875516816,41.6940895396038,4841,AEP,J235-1730,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:26:30am,,,, ,172652.75488,2348411.55038,,,,,,,J235-1730,,,Wood,5840,-3,,,,,
-86.240161074071,41.6911203858434,4842,AEP,J235-1735,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,05:07:37am,,,, ,171451.099182,2347337.56281,,,,,,,J235-1735,,,Wood,5841,-3,,,,,
-86.2375764339996,41.6911508138439,4843,AEP,J235-1741,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:05:04am,,,, ,172157.096287,2347343.96117,,,,,,,J235-1741,,,Wood,5842,-3,,,,,
-86.2363160170506,41.6911594840286,4844,AEP,J235-1742,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:00:16am,,,, ,172501.365024,2347344.84149,,,,,,,J235-1742,,,Wood,5843,-3,,,,,
-86.2447878416485,41.69108173751,4845,AEP,J235-1743,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:13:49am,,,, ,170187.330201,2347331.92705,,,,,,,J235-1743,,,Wood,5844,-3,,,,,
-86.2439489914549,41.691202949611,4846,AEP,J235-1744,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:13:02am,,,, ,170416.735244,2347374.55804,,,,,,,J235-1744,,,Wood,5845,-3,,,,,
-86.2433721806562,41.6911049877186,4847,AEP,J235-1745,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,05:12:06am,,,, ,170574.036104,2347337.80731,,,,,,,J235-1745,,,Wood,5846,-3,,,,,
-86.2440510099954,41.6931218360302,4848,AEP,J235-1759,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:29:26am,,,, ,170393.558425,2348073.95515,,,,,,,J235-1759,,,Wood,5847,-3,,,,,
-86.239791946817,41.6920030194156,4849,AEP,J235-1760,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:44:22am,,,, ,171554.055984,2347658.50872,,,,,,,J235-1760,,,Wood,5848,-3,,,,,
-86.2533199329397,41.6919853685467,4850,AEP,J235-1800,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:52:25am,,,, ,167859.264229,2347676.94986,,,,,,,J235-1800,,,Wood,5849,-3,,,,,
-86.2545964299109,41.6919966124885,4851,AEP,J235-1809,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:16:35am,,,, ,167510.656751,2347683.42412,,,,,,,J235-1809,,,Wood,5850,-3,,,,,
-86.2483356486383,41.691581447797,4852,AEP,J235-1905,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:07:23am,,,, ,169219.572868,2347520.53623,,,,,,,J235-1905,,,Wood,5851,-3,,,,,
-86.2383986108308,41.691581084276,4853,AEP,J235-2091,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,05:40:02am,,,, ,171933.581724,2347502.23362,,,,,,,J235-2091,,,Wood,5852,-3,,,,,
-86.2536256994043,41.6933306102282,4854,AEP,J235-0021,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:45:37am,,,, ,167779.093873,2348167.70245,,,,,,,J235-0021,,,Wood,5853,-3,,,,,
-86.2482460646866,41.6937232523391,4855,AEP,J235-2131,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:10:37am,,,, ,169249.309405,2348300.80908,,,,,,,J235-2131,,,Fiberglass,5854,-3,,,,,
-86.247102490304,41.6937027229346,4856,AEP,J235-2132,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:16:28am,,,, ,169561.582135,2348291.22163,,,,,,,J235-2132,,,Fiberglass,5855,-3,,,,,
-86.2550828455986,41.6936310875815,4857,AEP,J235-2135,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,04:16:33am,,,, ,167381.875539,2348279.90692,,,,,,,J235-2135,,,Wood,5856,-3,,,,,
-86.2531521592054,41.6927717681925,4858,AEP,J235-0027,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:48:03am,,,, ,167907.037522,2347963.18886,,,,,,,J235-0027,,,Wood,5857,-3,,,,,
-86.2526215856238,41.6933355820951,4859,AEP,J235-0030,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:39:06am,,,, ,168053.342861,2348167.64728,,,,,,,J235-0030,,,Wood,5858,-3,,,,,
