date,year,rep,store,paper,paper.type,unit.price,units.sold,total.sale
9/22/2012,2012,Mohit,Davenport,watercolor,pad,12.15,2,24.3
9/22/2012,2012,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
9/22/2012,2012,Ruisi,Dublin,drawing,pads,10.26,2,20.52
9/22/2012,2012,Yue,Dublin,watercolor,pad,12.15,1,12.15
9/22/2012,2012,Patrick,Syracuse,drawing,roll,20.99,1,20.99
9/22/2012,2012,Ruisi,Dublin,watercolor,sheet,0.77,6,4.62
9/22/2012,2012,Arinjay,Portland,watercolor,sheet,0.77,9,6.93
9/22/2012,2012,Aman,Portland,watercolor,sheet,0.77,9,6.93
9/22/2012,2012,Ran,Dublin,watercolor,block,19.34,1,19.34
9/23/2012,2012,Qiaoli,Portland,watercolor,sheet,0.77,7,5.39
9/23/2012,2012,Mohit,Davenport,watercolor,pad,12.15,1,12.15
9/23/2012,2012,Arijit,Syracuse,watercolor,sheet,0.77,7,5.39
9/23/2012,2012,Barakat,Portland,drawing,roll,20.99,1,20.99
9/23/2012,2012,Arinjay,Portland,watercolor,block,19.34,1,19.34
9/23/2012,2012,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
9/23/2012,2012,Qiaoli,Portland,drawing,pads,10.26,4,41.04
9/23/2012,2012,Aman,Portland,watercolor,pad,12.15,2,24.3
9/23/2012,2012,Arinjay,Portland,drawing,journal,24.94,1,24.94
9/23/2012,2012,Aman,Portland,watercolor,sheet,0.77,9,6.93
9/24/2012,2012,Arijit,Syracuse,watercolor,block,19.34,1,19.34
9/24/2012,2012,Arinjay,Portland,watercolor,pad,12.15,1,12.15
9/24/2012,2012,Arinjay,Portland,watercolor,sheet,0.77,7,5.39
9/25/2012,2012,Thomas,Davenport,drawing,journal,24.94,1,24.94
9/25/2012,2012,Yue,Dublin,watercolor,block,19.34,1,19.34
9/25/2012,2012,Thomas,Davenport,drawing,pads,10.26,1,10.26
9/25/2012,2012,Aman,Portland,watercolor,block,19.34,1,19.34
9/26/2012,2012,Arinjay,Portland,drawing,journal,24.94,1,24.94
9/27/2012,2012,Mohit,Davenport,drawing,roll,20.99,1,20.99
9/27/2012,2012,Yunzhu,Syracuse,drawing,pads,10.26,2,20.52
9/27/2012,2012,Mohit,Davenport,watercolor,pad,12.15,1,12.15
9/27/2012,2012,Aman,Portland,watercolor,pad,12.15,1,12.15
9/27/2012,2012,Ruisi,Dublin,watercolor,block,19.34,1,19.34
9/28/2012,2012,Ran,Dublin,watercolor,pad,12.15,1,12.15
9/28/2012,2012,Thomas,Davenport,drawing,journal,24.94,1,24.94
9/29/2012,2012,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
9/29/2012,2012,Thomas,Davenport,watercolor,pad,12.15,1,12.15
9/29/2012,2012,Mohit,Davenport,drawing,journal,24.94,1,24.94
9/29/2012,2012,Barakat,Portland,drawing,pads,10.26,1,10.26
9/29/2012,2012,Ruisi,Dublin,drawing,roll,20.99,1,20.99
9/29/2012,2012,Arinjay,Portland,drawing,pads,10.26,2,20.52
9/29/2012,2012,Yue,Dublin,watercolor,pad,12.15,2,24.3
9/29/2012,2012,Arijit,Syracuse,watercolor,pad,12.15,2,24.3
9/29/2012,2012,Thomas,Davenport,drawing,pads,10.26,1,10.26
9/30/2012,2012,Arinjay,Portland,watercolor,sheet,0.77,13,10.01
9/30/2012,2012,Ran,Dublin,drawing,roll,20.99,1,20.99
9/30/2012,2012,Ruisi,Dublin,drawing,roll,20.99,1,20.99
9/30/2012,2012,Arinjay,Portland,drawing,sheet,0.36,14,5.04
9/30/2012,2012,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
9/30/2012,2012,Yue,Dublin,watercolor,block,19.34,2,38.68
9/30/2012,2012,Ruisi,Dublin,watercolor,pad,12.15,3,36.45
9/30/2012,2012,Thomas,Davenport,drawing,pads,10.26,2,20.52
9/30/2012,2012,Ran,Dublin,watercolor,block,19.34,1,19.34
9/30/2012,2012,Yue,Dublin,watercolor,pad,12.15,1,12.15
9/30/2012,2012,Qiaoli,Portland,watercolor,roll,97.99,1,97.99
10/1/2012,2012,Arinjay,Portland,drawing,pads,10.26,1,10.26
10/1/2012,2012,Thomas,Davenport,drawing,pads,10.26,3,30.78
10/1/2012,2012,Qiaoli,Portland,drawing,pads,10.26,1,10.26
10/1/2012,2012,Barakat,Portland,watercolor,block,19.34,1,19.34
10/2/2012,2012,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
10/2/2012,2012,Yue,Dublin,watercolor,sheet,0.77,10,7.7
10/3/2012,2012,Ruisi,Dublin,watercolor,block,19.34,1,19.34
10/3/2012,2012,Ran,Dublin,watercolor,block,19.34,1,19.34
10/3/2012,2012,Arinjay,Portland,watercolor,sheet,0.77,7,5.39
10/3/2012,2012,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
10/3/2012,2012,Yue,Dublin,watercolor,roll,97.99,1,97.99
10/3/2012,2012,Qiaoli,Portland,watercolor,roll,97.99,1,97.99
10/4/2012,2012,Aman,Portland,drawing,pads,10.26,1,10.26
10/4/2012,2012,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
10/4/2012,2012,Yunzhu,Syracuse,drawing,pads,10.26,1,10.26
10/4/2012,2012,Arijit,Syracuse,drawing,journal,24.94,1,24.94
10/4/2012,2012,Aman,Portland,drawing,journal,24.94,1,24.94
10/5/2012,2012,Arijit,Syracuse,watercolor,sheet,0.77,7,5.39
10/5/2012,2012,Barakat,Portland,drawing,journal,24.94,1,24.94
10/5/2012,2012,Mohit,Davenport,drawing,journal,24.94,1,24.94
10/5/2012,2012,Ran,Dublin,drawing,pads,10.26,3,30.78
10/5/2012,2012,Aman,Portland,watercolor,sheet,0.77,3,2.31
10/6/2012,2012,Patrick,Syracuse,watercolor,block,19.34,1,19.34
10/6/2012,2012,Thomas,Davenport,drawing,pads,10.26,2,20.52
10/6/2012,2012,Thomas,Davenport,watercolor,block,19.34,1,19.34
10/6/2012,2012,Arijit,Syracuse,drawing,pads,10.26,1,10.26
10/6/2012,2012,Qiaoli,Portland,watercolor,sheet,0.77,8,6.16
10/6/2012,2012,Arinjay,Portland,drawing,journal,24.94,1,24.94
10/6/2012,2012,Yunzhu,Syracuse,drawing,pads,10.26,1,10.26
10/6/2012,2012,Qiaoli,Portland,watercolor,block,19.34,1,19.34
10/6/2012,2012,Thomas,Davenport,watercolor,pad,12.15,1,12.15
10/6/2012,2012,Aman,Portland,watercolor,block,19.34,1,19.34
10/6/2012,2012,Arinjay,Portland,watercolor,sheet,0.77,12,9.24
10/6/2012,2012,Arijit,Syracuse,watercolor,block,19.34,2,38.68
10/6/2012,2012,Thomas,Davenport,drawing,pads,10.26,1,10.26
10/6/2012,2012,Yunzhu,Syracuse,watercolor,sheet,0.77,6,4.62
10/6/2012,2012,Thomas,Davenport,drawing,pads,10.26,1,10.26
10/6/2012,2012,Ran,Dublin,watercolor,block,19.34,1,19.34
10/6/2012,2012,Thomas,Davenport,watercolor,block,19.34,1,19.34
10/6/2012,2012,Arijit,Syracuse,watercolor,sheet,0.77,6,4.62
10/6/2012,2012,Qiaoli,Portland,watercolor,block,19.34,2,38.68
10/7/2012,2012,Thomas,Davenport,drawing,journal,24.94,1,24.94
10/7/2012,2012,Yunzhu,Syracuse,drawing,roll,20.99,1,20.99
10/7/2012,2012,Patrick,Syracuse,watercolor,sheet,0.77,8,6.16
10/7/2012,2012,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
10/7/2012,2012,Ruisi,Dublin,watercolor,block,19.34,1,19.34
10/7/2012,2012,Yue,Dublin,watercolor,pad,12.15,1,12.15
10/7/2012,2012,Qiaoli,Portland,drawing,journal,24.94,2,49.88
10/7/2012,2012,Qiaoli,Portland,watercolor,pad,12.15,2,24.3
10/7/2012,2012,Ruisi,Dublin,watercolor,block,19.34,1,19.34
10/7/2012,2012,Arinjay,Portland,drawing,journal,24.94,1,24.94
10/7/2012,2012,Arinjay,Portland,drawing,pads,10.26,1,10.26
10/7/2012,2012,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
10/7/2012,2012,Thomas,Davenport,watercolor,pad,12.15,2,24.3
10/7/2012,2012,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
10/7/2012,2012,Thomas,Davenport,watercolor,block,19.34,1,19.34
10/7/2012,2012,Qiaoli,Portland,watercolor,block,19.34,1,19.34
10/8/2012,2012,Thomas,Davenport,watercolor,sheet,0.77,6,4.62
10/8/2012,2012,Patrick,Syracuse,watercolor,block,19.34,1,19.34
10/8/2012,2012,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
10/9/2012,2012,Yunzhu,Syracuse,watercolor,block,19.34,2,38.68
10/9/2012,2012,Arijit,Syracuse,watercolor,sheet,0.77,9,6.93
10/9/2012,2012,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
10/9/2012,2012,Ruisi,Dublin,watercolor,sheet,0.77,12,9.24
10/9/2012,2012,Aman,Portland,drawing,journal,24.94,1,24.94
10/9/2012,2012,Barakat,Portland,watercolor,sheet,0.77,8,6.16
10/9/2012,2012,Arinjay,Portland,watercolor,block,19.34,2,38.68
10/10/2012,2012,Qiaoli,Portland,drawing,journal,24.94,1,24.94
10/10/2012,2012,Mohit,Davenport,watercolor,pad,12.15,1,12.15
10/10/2012,2012,Yunzhu,Syracuse,watercolor,sheet,0.77,8,6.16
10/10/2012,2012,Yunzhu,Syracuse,drawing,pads,10.26,1,10.26
10/10/2012,2012,Mohit,Davenport,drawing,pads,10.26,1,10.26
10/11/2012,2012,Mohit,Davenport,drawing,journal,24.94,2,49.88
10/11/2012,2012,Aman,Portland,drawing,pads,10.26,1,10.26
10/11/2012,2012,Thomas,Davenport,drawing,journal,24.94,1,24.94
10/11/2012,2012,Thomas,Davenport,watercolor,sheet,0.77,10,7.7
10/11/2012,2012,Ruisi,Dublin,watercolor,roll,97.99,1,97.99
10/12/2012,2012,Arinjay,Portland,drawing,journal,24.94,1,24.94
10/12/2012,2012,Ran,Dublin,watercolor,block,19.34,1,19.34
10/12/2012,2012,Patrick,Syracuse,drawing,journal,24.94,1,24.94
10/12/2012,2012,Ruisi,Dublin,drawing,pads,10.26,3,30.78
10/13/2012,2012,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
10/13/2012,2012,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
10/13/2012,2012,Arinjay,Portland,watercolor,block,19.34,1,19.34
10/13/2012,2012,Patrick,Syracuse,watercolor,pad,12.15,5,60.75
10/13/2012,2012,Qiaoli,Portland,watercolor,sheet,0.77,8,6.16
10/13/2012,2012,Patrick,Syracuse,watercolor,sheet,0.77,12,9.24
10/14/2012,2012,Barakat,Portland,watercolor,pad,12.15,1,12.15
10/14/2012,2012,Arijit,Syracuse,watercolor,pad,12.15,1,12.15
10/14/2012,2012,Ran,Dublin,drawing,journal,24.94,1,24.94
10/14/2012,2012,Qiaoli,Portland,drawing,journal,24.94,1,24.94
10/14/2012,2012,Qiaoli,Portland,watercolor,sheet,0.77,6,4.62
10/14/2012,2012,Aman,Portland,drawing,journal,24.94,1,24.94
10/14/2012,2012,Aman,Portland,watercolor,sheet,0.77,9,6.93
10/14/2012,2012,Yue,Dublin,watercolor,block,19.34,1,19.34
10/14/2012,2012,Barakat,Portland,drawing,journal,24.94,1,24.94
10/15/2012,2012,Patrick,Syracuse,drawing,journal,24.94,2,49.88
10/15/2012,2012,Arijit,Syracuse,drawing,pads,10.26,1,10.26
10/15/2012,2012,Thomas,Davenport,drawing,journal,24.94,2,49.88
10/15/2012,2012,Qiaoli,Portland,drawing,sheet,0.36,14,5.04
10/16/2012,2012,Yue,Dublin,drawing,journal,24.94,1,24.94
10/16/2012,2012,Qiaoli,Portland,drawing,pads,10.26,2,20.52
10/16/2012,2012,Arinjay,Portland,watercolor,pad,12.15,4,48.6
10/16/2012,2012,Arijit,Syracuse,watercolor,pad,12.15,1,12.15
10/16/2012,2012,Patrick,Syracuse,drawing,journal,24.94,1,24.94
10/16/2012,2012,Yunzhu,Syracuse,drawing,journal,24.94,1,24.94
10/16/2012,2012,Arijit,Syracuse,watercolor,pad,12.15,1,12.15
10/16/2012,2012,Ran,Dublin,watercolor,sheet,0.77,7,5.39
10/17/2012,2012,Qiaoli,Portland,watercolor,block,19.34,1,19.34
10/17/2012,2012,Ran,Dublin,watercolor,pad,12.15,2,24.3
10/17/2012,2012,Thomas,Davenport,watercolor,pad,12.15,1,12.15
10/17/2012,2012,Yunzhu,Syracuse,watercolor,sheet,0.77,8,6.16
10/18/2012,2012,Barakat,Portland,watercolor,block,19.34,2,38.68
10/18/2012,2012,Qiaoli,Portland,watercolor,block,19.34,1,19.34
10/18/2012,2012,Yunzhu,Syracuse,drawing,pads,10.26,1,10.26
10/18/2012,2012,Arijit,Syracuse,watercolor,pad,12.15,2,24.3
10/19/2012,2012,Thomas,Davenport,watercolor,pad,12.15,1,12.15
10/19/2012,2012,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
10/19/2012,2012,Thomas,Davenport,drawing,journal,24.94,1,24.94
10/20/2012,2012,Qiaoli,Portland,drawing,pads,10.26,1,10.26
10/20/2012,2012,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
10/20/2012,2012,Aman,Portland,drawing,pads,10.26,1,10.26
10/20/2012,2012,Aman,Portland,watercolor,pad,12.15,2,24.3
10/20/2012,2012,Yue,Dublin,drawing,journal,24.94,1,24.94
10/20/2012,2012,Yunzhu,Syracuse,drawing,pads,10.26,3,30.78
10/20/2012,2012,Aman,Portland,watercolor,pad,12.15,1,12.15
10/20/2012,2012,Aman,Portland,drawing,pads,10.26,4,41.04
10/20/2012,2012,Aman,Portland,watercolor,roll,97.99,1,97.99
10/20/2012,2012,Ran,Dublin,watercolor,pad,12.15,1,12.15
10/20/2012,2012,Patrick,Syracuse,drawing,pads,10.26,1,10.26
10/20/2012,2012,Aman,Portland,watercolor,pad,12.15,1,12.15
10/20/2012,2012,Thomas,Davenport,drawing,pads,10.26,1,10.26
10/20/2012,2012,Qiaoli,Portland,drawing,journal,24.94,2,49.88
10/20/2012,2012,Yunzhu,Syracuse,drawing,pads,10.26,1,10.26
10/20/2012,2012,Yunzhu,Syracuse,drawing,pads,10.26,2,20.52
10/21/2012,2012,Ran,Dublin,watercolor,block,19.34,1,19.34
10/21/2012,2012,Yue,Dublin,watercolor,block,19.34,1,19.34
10/21/2012,2012,Yue,Dublin,watercolor,pad,12.15,2,24.3
10/21/2012,2012,Arinjay,Portland,watercolor,pad,12.15,2,24.3
10/21/2012,2012,Thomas,Davenport,watercolor,roll,97.99,1,97.99
10/22/2012,2012,Yunzhu,Syracuse,drawing,pads,10.26,1,10.26
10/22/2012,2012,Mohit,Davenport,watercolor,pad,12.15,3,36.45
10/22/2012,2012,Arinjay,Portland,watercolor,block,19.34,1,19.34
10/22/2012,2012,Yue,Dublin,watercolor,block,19.34,1,19.34
10/22/2012,2012,Ruisi,Dublin,watercolor,block,19.34,1,19.34
10/23/2012,2012,Ruisi,Dublin,watercolor,block,19.34,1,19.34
10/23/2012,2012,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
10/23/2012,2012,Aman,Portland,drawing,pads,10.26,1,10.26
10/23/2012,2012,Aman,Portland,watercolor,sheet,0.77,6,4.62
10/24/2012,2012,Arinjay,Portland,drawing,roll,20.99,1,20.99
10/24/2012,2012,Yue,Dublin,drawing,journal,24.94,1,24.94
10/24/2012,2012,Barakat,Portland,watercolor,pad,12.15,1,12.15
10/24/2012,2012,Yunzhu,Syracuse,drawing,sheet,0.36,18,6.48
10/25/2012,2012,Barakat,Portland,watercolor,pad,12.15,1,12.15
10/25/2012,2012,Thomas,Davenport,drawing,journal,24.94,1,24.94
10/25/2012,2012,Patrick,Syracuse,watercolor,block,19.34,1,19.34
10/25/2012,2012,Patrick,Syracuse,drawing,pads,10.26,3,30.78
10/25/2012,2012,Yunzhu,Syracuse,drawing,pads,10.26,3,30.78
10/25/2012,2012,Arijit,Syracuse,drawing,pads,10.26,2,20.52
10/26/2012,2012,Aman,Portland,watercolor,pad,12.15,1,12.15
10/26/2012,2012,Ran,Dublin,drawing,pads,10.26,1,10.26
10/26/2012,2012,Yunzhu,Syracuse,drawing,sheet,0.36,9,3.24
10/26/2012,2012,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
10/26/2012,2012,Qiaoli,Portland,watercolor,block,19.34,1,19.34
10/26/2012,2012,Thomas,Davenport,watercolor,block,19.34,1,19.34
10/27/2012,2012,Yunzhu,Syracuse,drawing,journal,24.94,3,74.82
10/27/2012,2012,Yunzhu,Syracuse,watercolor,block,19.34,2,38.68
10/27/2012,2012,Patrick,Syracuse,drawing,pads,10.26,1,10.26
10/27/2012,2012,Ran,Dublin,watercolor,block,19.34,1,19.34
10/27/2012,2012,Yunzhu,Syracuse,watercolor,pad,12.15,2,24.3
10/27/2012,2012,Ruisi,Dublin,watercolor,sheet,0.77,5,3.85
10/27/2012,2012,Thomas,Davenport,drawing,pads,10.26,3,30.78
10/27/2012,2012,Aman,Portland,drawing,journal,24.94,1,24.94
10/27/2012,2012,Yunzhu,Syracuse,drawing,sheet,0.36,13,4.68
10/27/2012,2012,Arijit,Syracuse,watercolor,pad,12.15,1,12.15
10/27/2012,2012,Aman,Portland,drawing,roll,20.99,1,20.99
10/28/2012,2012,Arijit,Syracuse,watercolor,block,19.34,1,19.34
10/28/2012,2012,Mohit,Davenport,drawing,journal,24.94,1,24.94
10/28/2012,2012,Aman,Portland,watercolor,block,19.34,1,19.34
10/28/2012,2012,Barakat,Portland,watercolor,pad,12.15,1,12.15
10/28/2012,2012,Ruisi,Dublin,drawing,pads,10.26,1,10.26
10/28/2012,2012,Qiaoli,Portland,drawing,journal,24.94,1,24.94
10/28/2012,2012,Qiaoli,Portland,watercolor,pad,12.15,3,36.45
10/28/2012,2012,Arijit,Syracuse,drawing,journal,24.94,2,49.88
10/28/2012,2012,Thomas,Davenport,watercolor,sheet,0.77,7,5.39
10/28/2012,2012,Patrick,Syracuse,watercolor,block,19.34,1,19.34
10/28/2012,2012,Barakat,Portland,watercolor,sheet,0.77,2,1.54
10/28/2012,2012,Barakat,Portland,watercolor,block,19.34,1,19.34
10/29/2012,2012,Patrick,Syracuse,drawing,pads,10.26,1,10.26
10/29/2012,2012,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
10/29/2012,2012,Qiaoli,Portland,drawing,pads,10.26,1,10.26
10/30/2012,2012,Ruisi,Dublin,drawing,journal,24.94,1,24.94
10/30/2012,2012,Patrick,Syracuse,drawing,journal,24.94,1,24.94
10/30/2012,2012,Aman,Portland,drawing,journal,24.94,1,24.94
10/30/2012,2012,Thomas,Davenport,watercolor,pad,12.15,1,12.15
10/30/2012,2012,Yunzhu,Syracuse,drawing,roll,20.99,1,20.99
10/30/2012,2012,Patrick,Syracuse,watercolor,block,19.34,1,19.34
10/31/2012,2012,Thomas,Davenport,watercolor,block,19.34,1,19.34
10/31/2012,2012,Thomas,Davenport,drawing,pads,10.26,1,10.26
10/31/2012,2012,Yunzhu,Syracuse,drawing,journal,24.94,2,49.88
10/31/2012,2012,Barakat,Portland,watercolor,sheet,0.77,7,5.39
10/31/2012,2012,Thomas,Davenport,watercolor,block,19.34,1,19.34
10/31/2012,2012,Aman,Portland,watercolor,pad,12.15,1,12.15
11/1/2012,2012,Patrick,Syracuse,drawing,journal,24.94,1,24.94
11/1/2012,2012,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
11/1/2012,2012,Yue,Dublin,watercolor,pad,12.15,2,24.3
11/1/2012,2012,Thomas,Davenport,watercolor,roll,97.99,1,97.99
11/1/2012,2012,Barakat,Portland,drawing,roll,20.99,1,20.99
11/1/2012,2012,Thomas,Davenport,watercolor,pad,12.15,1,12.15
11/1/2012,2012,Qiaoli,Portland,watercolor,block,19.34,1,19.34
11/2/2012,2012,Mohit,Davenport,watercolor,pad,12.15,1,12.15
11/2/2012,2012,Arinjay,Portland,drawing,journal,24.94,1,24.94
11/3/2012,2012,Arijit,Syracuse,drawing,journal,24.94,1,24.94
11/3/2012,2012,Ran,Dublin,drawing,pads,10.26,2,20.52
11/3/2012,2012,Patrick,Syracuse,drawing,roll,20.99,1,20.99
11/3/2012,2012,Arijit,Syracuse,watercolor,pad,12.15,1,12.15
11/3/2012,2012,Yue,Dublin,watercolor,roll,97.99,1,97.99
11/3/2012,2012,Aman,Portland,watercolor,pad,12.15,2,24.3
11/3/2012,2012,Yue,Dublin,watercolor,roll,97.99,1,97.99
11/3/2012,2012,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
11/3/2012,2012,Ran,Dublin,watercolor,pad,12.15,1,12.15
11/3/2012,2012,Ran,Dublin,watercolor,block,19.34,1,19.34
11/3/2012,2012,Thomas,Davenport,watercolor,sheet,0.77,11,8.47
11/3/2012,2012,Barakat,Portland,watercolor,pad,12.15,2,24.3
11/3/2012,2012,Thomas,Davenport,watercolor,sheet,0.77,3,2.31
11/4/2012,2012,Arijit,Syracuse,watercolor,pad,12.15,1,12.15
11/4/2012,2012,Patrick,Syracuse,watercolor,pad,12.15,2,24.3
11/4/2012,2012,Patrick,Syracuse,drawing,pads,10.26,1,10.26
11/4/2012,2012,Patrick,Syracuse,watercolor,sheet,0.77,10,7.7
11/4/2012,2012,Aman,Portland,drawing,pads,10.26,1,10.26
11/4/2012,2012,Yue,Dublin,watercolor,pad,12.15,1,12.15
11/4/2012,2012,Patrick,Syracuse,watercolor,sheet,0.77,6,4.62
11/5/2012,2012,Mohit,Davenport,drawing,journal,24.94,1,24.94
11/5/2012,2012,Ran,Dublin,watercolor,block,19.34,1,19.34
11/5/2012,2012,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
11/5/2012,2012,Aman,Portland,drawing,pads,10.26,2,20.52
11/6/2012,2012,Ruisi,Dublin,watercolor,sheet,0.77,3,2.31
11/6/2012,2012,Patrick,Syracuse,drawing,pads,10.26,1,10.26
11/6/2012,2012,Ruisi,Dublin,drawing,pads,10.26,2,20.52
11/6/2012,2012,Arinjay,Portland,watercolor,pad,12.15,1,12.15
11/6/2012,2012,Mohit,Davenport,drawing,pads,10.26,1,10.26
11/7/2012,2012,Patrick,Syracuse,watercolor,block,19.34,1,19.34
11/7/2012,2012,Barakat,Portland,watercolor,pad,12.15,1,12.15
11/7/2012,2012,Mohit,Davenport,drawing,sheet,0.36,14,5.04
11/8/2012,2012,Ruisi,Dublin,watercolor,block,19.34,2,38.68
11/8/2012,2012,Ran,Dublin,drawing,journal,24.94,1,24.94
11/8/2012,2012,Qiaoli,Portland,drawing,pads,10.26,1,10.26
11/8/2012,2012,Qiaoli,Portland,drawing,journal,24.94,1,24.94
11/8/2012,2012,Yunzhu,Syracuse,watercolor,block,19.34,2,38.68
11/9/2012,2012,Qiaoli,Portland,drawing,journal,24.94,1,24.94
11/9/2012,2012,Thomas,Davenport,watercolor,pad,12.15,1,12.15
11/9/2012,2012,Aman,Portland,drawing,pads,10.26,1,10.26
11/9/2012,2012,Aman,Portland,drawing,roll,20.99,1,20.99
11/9/2012,2012,Patrick,Syracuse,watercolor,roll,97.99,1,97.99
11/10/2012,2012,Yunzhu,Syracuse,watercolor,sheet,0.77,9,6.93
11/10/2012,2012,Yunzhu,Syracuse,drawing,journal,24.94,1,24.94
11/10/2012,2012,Yue,Dublin,watercolor,sheet,0.77,9,6.93
11/10/2012,2012,Barakat,Portland,watercolor,pad,12.15,1,12.15
11/10/2012,2012,Patrick,Syracuse,drawing,pads,10.26,2,20.52
11/10/2012,2012,Ruisi,Dublin,watercolor,sheet,0.77,11,8.47
11/10/2012,2012,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
11/10/2012,2012,Mohit,Davenport,watercolor,sheet,0.77,8,6.16
11/10/2012,2012,Qiaoli,Portland,watercolor,block,19.34,1,19.34
11/11/2012,2012,Yue,Dublin,drawing,journal,24.94,1,24.94
11/11/2012,2012,Aman,Portland,watercolor,pad,12.15,1,12.15
11/11/2012,2012,Thomas,Davenport,drawing,pads,10.26,2,20.52
11/11/2012,2012,Ran,Dublin,watercolor,pad,12.15,1,12.15
11/11/2012,2012,Arinjay,Portland,watercolor,sheet,0.77,11,8.47
11/11/2012,2012,Arinjay,Portland,drawing,pads,10.26,1,10.26
11/11/2012,2012,Barakat,Portland,drawing,pads,10.26,2,20.52
11/11/2012,2012,Aman,Portland,drawing,pads,10.26,1,10.26
11/11/2012,2012,Yunzhu,Syracuse,drawing,pads,10.26,1,10.26
11/11/2012,2012,Arinjay,Portland,watercolor,pad,12.15,1,12.15
11/11/2012,2012,Mohit,Davenport,watercolor,sheet,0.77,8,6.16
11/11/2012,2012,Ran,Dublin,drawing,pads,10.26,2,20.52
11/12/2012,2012,Ruisi,Dublin,watercolor,pad,12.15,2,24.3
11/12/2012,2012,Arijit,Syracuse,watercolor,block,19.34,1,19.34
11/12/2012,2012,Barakat,Portland,watercolor,pad,12.15,1,12.15
11/12/2012,2012,Qiaoli,Portland,drawing,journal,24.94,1,24.94
11/12/2012,2012,Yunzhu,Syracuse,drawing,pads,10.26,2,20.52
11/12/2012,2012,Thomas,Davenport,drawing,pads,10.26,1,10.26
11/13/2012,2012,Arinjay,Portland,watercolor,pad,12.15,2,24.3
11/13/2012,2012,Aman,Portland,watercolor,block,19.34,1,19.34
11/14/2012,2012,Aman,Portland,watercolor,block,19.34,1,19.34
11/14/2012,2012,Yue,Dublin,drawing,journal,24.94,1,24.94
11/14/2012,2012,Thomas,Davenport,watercolor,block,19.34,1,19.34
11/14/2012,2012,Barakat,Portland,watercolor,pad,12.15,1,12.15
11/14/2012,2012,Yue,Dublin,watercolor,pad,12.15,2,24.3
11/14/2012,2012,Arijit,Syracuse,watercolor,block,19.34,1,19.34
11/14/2012,2012,Qiaoli,Portland,drawing,pads,10.26,2,20.52
11/14/2012,2012,Ran,Dublin,drawing,roll,20.99,1,20.99
11/15/2012,2012,Thomas,Davenport,watercolor,roll,97.99,1,97.99
11/15/2012,2012,Aman,Portland,watercolor,pad,12.15,1,12.15
11/16/2012,2012,Thomas,Davenport,drawing,pads,10.26,1,10.26
11/16/2012,2012,Ruisi,Dublin,watercolor,sheet,0.77,7,5.39
11/16/2012,2012,Mohit,Davenport,drawing,pads,10.26,1,10.26
11/16/2012,2012,Mohit,Davenport,drawing,pads,10.26,1,10.26
11/16/2012,2012,Yunzhu,Syracuse,watercolor,sheet,0.77,10,7.7
11/17/2012,2012,Arijit,Syracuse,watercolor,block,19.34,2,38.68
11/17/2012,2012,Barakat,Portland,watercolor,block,19.34,1,19.34
11/17/2012,2012,Aman,Portland,watercolor,pad,12.15,1,12.15
11/17/2012,2012,Thomas,Davenport,watercolor,pad,12.15,1,12.15
11/17/2012,2012,Thomas,Davenport,watercolor,pad,12.15,2,24.3
11/17/2012,2012,Yue,Dublin,drawing,pads,10.26,1,10.26
11/17/2012,2012,Patrick,Syracuse,drawing,journal,24.94,2,49.88
11/17/2012,2012,Barakat,Portland,watercolor,block,19.34,1,19.34
11/17/2012,2012,Aman,Portland,watercolor,pad,12.15,1,12.15
11/17/2012,2012,Mohit,Davenport,drawing,pads,10.26,1,10.26
11/17/2012,2012,Aman,Portland,drawing,journal,24.94,1,24.94
11/17/2012,2012,Aman,Portland,watercolor,pad,12.15,1,12.15
11/17/2012,2012,Qiaoli,Portland,watercolor,sheet,0.77,7,5.39
11/17/2012,2012,Arinjay,Portland,drawing,pads,10.26,1,10.26
11/17/2012,2012,Thomas,Davenport,watercolor,pad,12.15,1,12.15
11/17/2012,2012,Mohit,Davenport,drawing,roll,20.99,1,20.99
11/17/2012,2012,Thomas,Davenport,watercolor,block,19.34,1,19.34
